VENDEDOR	CLIENTE	ROTULO	Pedido de Venda	Status OP	DESCRICAO	OP	COD.CAPACIDADE	CAPACIDADE	TIPO	DATA ENTRADA	DATA PREPARACAO	DATA LITOGRAFIA	DATA MONSTAGEM	DATA ENTREGA	QUANTIDADE PEDIDO	QTDE FOLHAS	QTDE POR FOLHA	VERNIZ.INT 01	VERNIZ.INT 02	ESMALTE	REVESTIMENTO	VERNIZ.ACABAMENTO	PREPARACAO	1a.COR	2a.COR	3a.COR	4a.COR	5a.COR	6a.COR	7a.COR	8a.COR	LITOGRAFIA	FECHAMENTO	Neck IN	Qtde.OP	Qtde.Faturada	Data Faturada	Nota Fiscal	Saldo.OP	OP.Faturada	Estado.Entrega	Cidade Entrega	OBS. da OP	Fechamento	Verniz CP	Verniz TP	Verniz FD	Verniz ARG	Total.Fat	Status Pela Tolerancia
ELENICE MARTIRE	NIX-COMERCIAL DE TINTAS LTDA - ME	008.1540.01.0	39192013	Finalizada	1/8- NATURAL  S/VZ	60962013	8	1/8.	LATA	15/03/2013	11/03/2013	15/03/2013	16/03/2013	18/03/2013	1080	0	0				SEM VZ INTERNO	ACABAMENTO COMUM											FA	NÃO	1080	1080	17/04/2013	23236	0	60962013	SP	BAURU		SOLDA	NAT	VEX	VEX	VEX	1080	Finalizada
ELENICE MARTIRE	NIX-COMERCIAL DE TINTAS LTDA - ME	361.1540.01.0	39192013	Finalizada	3,6S- NATURAL  S/VZ	60972013	361	GALÃO-S.	LATA	15/03/2013	11/03/2013	15/03/2013	16/03/2013	18/03/2013	600	158	4				SEM VZ INTERNO												FA	NÃO	600	598	04/04/2013	228779	2	60972013	SP	BAURU		SOLDA	NAT	VEX	VEX	VEX	598	Finalizada
ELENICE MARTIRE	NIX-COMERCIAL DE TINTAS LTDA - ME	016.1540.02.0	39192013	Finalizada	1/16- NATURAL  S/VZ	60982013	16	1/16.	LATA	15/03/2013	11/03/2013	15/03/2013	16/03/2013	18/03/2013	1080	0	0				SEM VZ INTERNO	ACABAMENTO COMUM											FA	NÃO	1080	1080	04/04/2013	22871	0	60982013	SP	BAURU		SOLDA	NAT	VEX	VEX	VEX	1080	Finalizada
ELENICE MARTIRE	IND. DE TINTAS E VERNIZES PAUMAR LTDA	008.1540.01.0	39202013	Finalizada	1/8- NATURAL  S/VZ	60992013	8	1/8.	LATA	15/03/2013	11/03/2013	15/03/2013	16/03/2013	18/03/2013	720	0	0				SEM VZ INTERNO	ACABAMENTO COMUM											FA	NÃO	720	720	17/04/2013	23239	0	60992013	SP	MAUA		SOLDA	NAT	VEX	VEX	VEX	720	Finalizada
ELENICE MARTIRE	IND. DE TINTAS E VERNIZES PAUMAR LTDA	016.1540.02.0	39202013	Finalizada	1/16- NATURAL  S/VZ	61002013	16	1/16.	LATA	15/03/2013	11/03/2013	15/03/2013	16/03/2013	18/03/2013	1080	0	0				SEM VZ INTERNO	ACABAMENTO COMUM											FA	NÃO	1080	1080	04/04/2013	22869	0	61002013	SP	MAUA		SOLDA	NAT	VEX	VEX	VEX	1080	Finalizada
SANDRA	MAZA PRODUTOS QUIMICOS LTDA	141.0136.13.1	39212013	Finalizada	¼GLS- SV  COMPLEMENTOS	61012013	141	¼  (S).	LATA	15/03/2013	14/03/2013	18/03/2013	19/03/2013	21/03/2013	5000	375	14	EPOXI FENOLICO		ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL DURAMAR	BRANCO OPACO	AMARELO EUROPA	MAGENTA BERTONCINI	PRETO	BORDO SV				FA	NÃO	5000				5000		SP	MOCOCA			VI	VZ	VZ	VZ	0	Finalizada
SANDRA	MAZA PRODUTOS QUIMICOS LTDA	141.0136.24.0	39212013	Finalizada	¼GLS - MAZA COMPLEMENTOS	61022013	141	¼  (S).	LATA	15/03/2013	15/03/2013	19/03/2013	20/03/2013	22/03/2013	5000	375	14	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		PRETO	AMARELO EUROPA	VERMELHO MAZA							FA	NÃO	5000	3526	01/04/2013	22771	1474	61022013	SP	MOCOCA			VI	VZ	VZ	VZ	3526	Finalizada
SANDRA	QUALIFLEX  IND. E COM. DE TINTAS LTDA-ME	360.0187.06.0	39222013	Finalizada	3,6A- QUALIFLEX  COMPLEMENTO	61032013	360	GALÃO-A.	LATA	15/03/2013	18/03/2013	22/03/2013	23/03/2013	25/03/2013	2500	656	4	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		AMARELO BANDEIRA	AZUL DURAMAR	VERMELHO LINOVA	MAGENTA BERTONCINI	PRETO					TP4	NÃO	2500	2197	11/04/2013	23094	303	61032013	SP	GUARULHOS		AGRAFADO	VI	VZ	VZ	VZ	2197	Finalizada
SANDRA	TINTAS SIX COLLOR IND. E COM. LTDA - EPP	016.1540.02.0	39232013	Finalizada	1/16- NATURAL  S/VZ	61042013	16	1/16.	LATA	15/03/2013	13/03/2013	17/03/2013	18/03/2013	20/03/2013	1080	0	0				SEM VZ INTERNO	ACABAMENTO COMUM											FA	NÃO	1080	1080	04/04/2013	22870	0	61042013	SP	GUARAREMA		SOLDA	NAT	VEX	VEX	VEX	1080	Finalizada
SANDRA	ALVONIL IND. DE TINTAS E VERNIZES LTDA	140.0005.01.0	39242013	Finalizada	¼GLA- ALVONIL MASSA CORRIDA	61052013	140	¼  (A).	LATA	15/03/2013	18/03/2013	22/03/2013	23/03/2013	25/03/2013	5000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		AZUL EUROPA	PRETO	VERMELHO LINOVA	AZUL LINOVA	MARROM PREPARADO					FA	NÃO	5000	4364	05/04/2013	22939	636	61052013	SP	SÃO PAULO		AGRAFADO	VI	VZ	VZ	VZ	4364	Finalizada
ROGERIO BARRETO MARTINS	TINTAS VIP IND. E COM. LTDA	361.0569.01.0	39252013	Finalizada	3,6S- MONTECOR ESMALTE SINTETICO METAL/MADEIRA	61062013	361	GALÃO-S.	LATA	15/03/2013	15/04/2013	19/04/2013	20/04/2013	22/04/2013	2000	525	4				SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AZUL EUROPA	BRANCO OPACO	BRANCO OPACO 2ªPASS	AMARELO BANDEIRA	PRETO				FA	NÃO	2000	2058	01/05/2013	23634	-58	61062013	SP	GUARULHOS		SOLDA	NAT	VEX	VEX	VEX	2058	Finalizada
ROGERIO BARRETO MARTINS	TINTAS VIP IND. E COM. LTDA	141.0569.01.0	39252013	Finalizada	¼GLS- MONTECOR ESMALTE SINTETICO METAL/MADEIRA	61072013	141	¼  (S).	LATA	15/03/2013	15/04/2013	19/04/2013	20/04/2013	22/04/2013	5000	375	14				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO BRILTINTAS 2ªPASS	AMARELO EUROPA	AZUL EUROPA	MAGENTA EUROPA	BRANCO BRILTINTAS	PRETO				FA	NÃO	5000	5206	08/05/2013	23850	-206	61072013	SP	GUARULHOS			NAT	VEX	VEX	VEX	5206	Finalizada
ELENICE MARTIRE	POLIRAMA  POLIURETANO  LTDA  EPP	140.1540.01.0	39272013	Finalizada	¼GLA-  NATURAL  S/VZ	61082013	140	¼  (A).	LATA	15/03/2013	11/03/2013	15/03/2013	16/03/2013	18/03/2013	432	0	0				SEM VZ INTERNO												FA	NÃO	432	144	02/04/2013	22840	288	61082013	SP	SAO  PAULO		AGRAFADO	NAT	NAT	NAT	NAT	144	Finalizada
LUCIANA	IND. QUIMICAS IRAJA LTDA	360.0106.03.0	39282013	Finalizada	3,6A- HOBBY  MASSA  CORRIDA  ACRIL. PROF.	61092013	360	GALÃO-A.	LATA	15/03/2013	29/03/2013	02/04/2013	03/04/2013	05/04/2013	2000	525	4	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		AZUL ESCALA	AZUL DURAMAR	AMARELO ESCALA	VERMELHO PREPARADO	VERMELHO LINOVA					FA	NÃO	2000	1918	08/04/2013	22977	82	61092013	SP	SÃO PAULO	LATA LARANJA	AGRAFADO	VI	VZ	VZ	VZ	1918	Finalizada
FABIO	MARCOBI IND. E COM. LTDA	360.1540.01.0	39292013	Finalizada	3,6A  NATURAL  S/Z	61102013	360	GALÃO-A.	LATA	15/03/2013	11/03/2013	15/03/2013	16/03/2013	18/03/2013	207	54	4				SEM VZ INTERNO												FA	NÃO	207	207	18/03/2013	22415	0	61102013	SP	SANTANA DE PARNAIBA		AGRAFADO	NAT	NAT	NAT	NAT	207	Finalizada
DALTON	ELLUS TINTAS LTDA - ME	361.0453.01.0	39302013	Finalizada	3,6S - ELLUS COMPLEMENTOS SINTETICOS	61112013	361	GALÃO-S.	LATA	15/03/2013	11/03/2013	15/03/2013	16/03/2013	18/03/2013	1000	0	0				SEM VZ INTERNO												FA	NÃO	1000	1033	18/03/2013	22430	-33	61112013	ES	SERRA			NAT	VEX	VEX	VEX	1033	Finalizada
DALTON	ELLUS TINTAS LTDA - ME	361.0453.02.0	39302013	Finalizada	3,6S - ELLUS PISO ACRILICO PREMIUM	61122013	361	GALÃO-S.	LATA	15/03/2013	11/03/2013	15/03/2013	16/03/2013	18/03/2013	1000	0	0				COM VERNIZ			AMARELO ESCALA	MAGENTA ESCALA	AZUL ESCALA	PRETO ESCALA						FA	NÃO	1000	1030	18/03/2013	22430	-30	61122013	ES	SERRA			VI	VZ	VZ	VZ	1030	Finalizada
DALTON	INOVE  PACK DO BARSIL IND. E COM. SAN. E DOMI.	120.1532.03.0	39312013	Finalizada	120- AUTOSHINE  CERA  LIMPADORA  200G	61132013	120	Ø120 (AUTO).	LATA REPUXO	15/03/2013	28/03/2013	01/04/2013	02/04/2013	04/04/2013	6723	0	0		EPOXI FENOLICO	ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		AMARELO ESCALA	AZUL EUROPA								TP	NÃO	6723	6723	16/04/2013	23208	0	61132013	SP	SANTO  ANDRE		REPUXO	VI	VZ	VZ		6723	Finalizada
DALTON	INOVE  PACK DO BARSIL IND. E COM. SAN. E DOMI.	120.1532.03.0	39312013	Finalizada	120- AUTOSHINE  CERA  LIMPADORA  200G	61142013	120	Ø120 (AUTO).	LATA REPUXO	15/03/2013	08/04/2013	12/04/2013	13/04/2013	15/04/2013	6723	0	0		EPOXI FENOLICO	ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		AMARELO ESCALA	AZUL EUROPA								TP	NÃO	6723	2795	16/04/2013	23207	3928	61142013	SP	SANTO  ANDRE		REPUXO	VI	VZ	VZ		2795	Finalizada
DALTON	MAXI-RUBBER IND. QUIMICA LTDA	141.0138.04.0	39432013	Finalizada	¼GLS-  ME131  MAXI RUBBER TI TECNOLOG. INDUSTL.  	61152013	141	¼  (S).	LATA	15/03/2013	11/03/2013	15/03/2013	16/03/2013	18/03/2013	2000	150	14			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL DURAMAR	VERMELHO LINOVA	PRETO							FA	SIM	2000				2000		SP	DIADEMA		SOLDA	NAT	VEX	VEX	VEX	0	Finalizada
DALTON	MAXI-RUBBER IND. QUIMICA LTDA	361.0138.08.0	39432013	Finalizada	3,6S- ME135  MAXI RUBBER  TI  TECNOLO.  INDUS. 	61162013	361	GALÃO-S.	LATA	15/03/2013	11/03/2013	15/03/2013	16/03/2013	18/03/2013	640	168	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERMELHO LINOVA	AZUL EUROPA							FA	SIM	640				640		SP	DIADEMA			NAT	VEX	VEX	VEX	0	Finalizada
DALTON	MAXI-RUBBER IND. QUIMICA LTDA	140.0138.02.0	39432013	Finalizada	¼GLA- ME122  MASSA POLIR Nº2  970G  -  (DESATIVAR)	61172013	140	¼  (A).	LATA	15/03/2013	11/03/2013	15/03/2013	16/03/2013	18/03/2013	4000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO								FA	SIM	4000				4000		SP	DIADEMA		AGRAFADO	VI	VZ	VZ	VZ	0	Finalizada
DALTON	MAXI-RUBBER IND. QUIMICA LTDA	139.0138.11.0	39432013	Finalizada	139- ME307 MAXI RUBBER ULTRALIGHT ADES.PLAS 495G 	61182013	139	Ø139-MARMITA.	LATA	15/03/2013	11/03/2013	15/03/2013	16/03/2013	18/03/2013	12000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AZUL REFLEX BLUE	PRETO							TP	NÃO	12000				12000		SP	DIADEMA		SOLDA	NAT	VEX	VEX		0	Finalizada
DALTON	MAXI-RUBBER IND. QUIMICA LTDA	141.0138.45.0	39432013	Finalizada	¼GLS- ME115  MAXI RUBBER  PRIMER  UNIVERSAL  	61192013	141	¼  (S).	LATA	15/03/2013	11/03/2013	15/03/2013	16/03/2013	18/03/2013	5000	375	14			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERMELHO LINOVA								FA	NÃO	5000				5000		SP	DIADEMA			NAT	VEX	VEX	VEX	0	Finalizada
CLAUDIO FRANCO DA ROCHA	IND. DE TINTAS E VERNIZES PAUMAR LTDA	141.0824.11.2	37992013	Finalizada	¼GLS- STARDUR  STARFROTA   GRUPO  WEG	61202013	141	¼  (S).	LATA	15/03/2013	11/03/2013	15/03/2013	16/03/2013	18/03/2013	2000	150	14			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO RETICULADO	PRETO							FA	NÃO	2000				2000		SP	MAUA		SOLDA	NAT	VEX	VEX	VEX	0	Finalizada
CLAUDIO FRANCO DA ROCHA	IND. DE TINTAS E VERNIZES PAUMAR LTDA	141.0824.11.2	37992013	Finalizada	¼GLS- STARDUR  STARFROTA   GRUPO  WEG	61212013	141	¼  (S).	LATA	15/03/2013	25/03/2013	29/03/2013	30/03/2013	01/04/2013	3000	225	14			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO RETICULADO	PRETO							FA	NÃO	3000	3080	20/04/2013	23356	-80	61212013	SP	MAUA		SOLDA	NAT	VEX	VEX	VEX	3080	Finalizada
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	142.1368.01.0	39392013	Finalizada	1/4S - UNIVERSO ACR RENDE MUITO MAIS  (COFRINHO)	61222013	142	¼ ESPECIAL.	LATA	15/03/2013	12/03/2013	16/03/2013	17/03/2013	19/03/2013	6000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO SV 1ªPASS	AZUL EUROPA	AZUL UNIVERSO	MAGENTA EUROPA	AMARELO EUROPA					COFRE	NÃO	6000	5818	15/05/2013	24022	182	61222013	SP	DIADEMA		SOLDA	NAT	VEX	VEX		5818	Finalizada
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	360.1368.02.1	39932013	Finalizada	3,6A- UNIVERSO  MASSA  CORRIDA  6KG	61232013	360	GALÃO-A.	LATA	18/03/2013	14/03/2013	18/03/2013	19/03/2013	21/03/2013	6200	1628	4	EPOXI FENOLICO			COM VERNIZ	ACABAMENTO COMUM		BRANCO OPACO	AZUL UNIVERSO RETICULADO	AZUL UNIVERSO							FA	NÃO	6200	1873	30/03/2013	22741	4327	61232013	SP	DIADEMA		AGRAFADO	VI	VZ	VZ	VZ	6576	Finalizada
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	360.1368.02.1	39932013	Finalizada	3,6A- UNIVERSO  MASSA  CORRIDA  6KG	61232013	360	GALÃO-A.	LATA	18/03/2013	14/03/2013	18/03/2013	19/03/2013	21/03/2013																						4703	06/04/2013	22969	-376		SP	DIADEMA		AGRAFADO	VI	VZ	VZ	VZ	6576	Finalizada
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	360.1368.07.1	39932013	Finalizada	3,6A- LUXENS  MASSA  CORRIDA  PVA  6KG LEROY 	61242013	360	GALÃO-A.	LATA	18/03/2013	14/03/2013	18/03/2013	19/03/2013	21/03/2013	2100	551	4	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		PRETO	AZUL DURAMAR	MAGENTA EUROPA	AMARELO ESCALA	VERDE CLARO PREPARADO	VERDE ESCURO PREPARADO				FA	NÃO	2100	1978	25/03/2013	22649	122	61242013	SP	DIADEMA		AGRAFADO	VI	VZ	VZ	VZ	1978	Finalizada
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	360.1368.15.0	39932013	Finalizada	3,6A-POLIPLAST SELADOR ACRILICO ECONOMICO(JP)	61252013	360	GALÃO-A.	LATA	18/03/2013	14/03/2013	18/03/2013	19/03/2013	21/03/2013	2000	525	4	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		AZUL VINILPLAST	VERDE PREPARADO	AZUL PREPARADO	AZUL DURAMAR	MAGENTA EUROPA	AMARELO ESCALA				FA	NÃO	2000	1564	25/03/2013	22647	436	61252013	SP	DIADEMA		AGRAFADO	VI	VZ	VZ	VZ	1564	Finalizada
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	360.1368.18.0	39932013	Finalizada	3,6A- POLIPLAST  MASSA  CORRIDA  (JP) 6KG	61262013	360	GALÃO-A.	LATA	18/03/2013	14/03/2013	18/03/2013	19/03/2013	21/03/2013	2000	525	4	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		AMARELO ESCALA	AZUL PREPARADO	BRANCO OPACO	BRANCO OPACO 2ªPASS	MAGENTA EUROPA	AZUL VINILPLAST	VERDE PREPARADO			FA	NÃO	2000	761	25/03/2013	22648	1239	61262013	SP	DIADEMA		AGRAFADO	VI	VZ	VZ	VZ	1589	Finalizada
OCTAVIO AUGUSTO MARTINS	UNIVERSO TINTAS E VERNIZES LTDA.	360.1368.18.0	39932013	Finalizada	3,6A- POLIPLAST  MASSA  CORRIDA  (JP) 6KG	61262013	360	GALÃO-A.	LATA	18/03/2013	14/03/2013	18/03/2013	19/03/2013	21/03/2013																						828	26/03/2013	22662	411		SP	DIADEMA		AGRAFADO	VI	VZ	VZ	VZ	1589	Finalizada
ELENICE MARTIRE	LUMINAR TINTAS E VERNIZES LTDA	008.1540.01.0	39322013	Finalizada	1/8- NATURAL  S/VZ	61272013	8	1/8.	LATA	18/03/2013	14/03/2013	18/03/2013	19/03/2013	21/03/2013	120	0	0				SEM VZ INTERNO	ACABAMENTO COMUM											FA	NÃO	120	120	17/04/2013	23242	0	61272013	SP	SÃO PAULO		SOLDA	NAT	VEX	VEX	VEX	120	Finalizada
CLAUDIO FRANCO DA ROCHA	C & E COMERCIAL E INDUSTRIAL LTDA. EPP	900.0931.04.0	39332013	Finalizada	900ML- MACHADO  OLEO DE LINHACA	61282013	900	900ML-83,5.	LATA	18/03/2013	20/03/2013	24/03/2013	25/03/2013	27/03/2013	7000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		LARANJA RILAPLAST	VERMELHO LINOVA	AMARELO EUROPA							Ø24	NÃO	7000	7188	29/04/2013	23585	-188	61282013	MG	JACUTINGA			NAT	VEX	VEX		7188	Finalizada
CLAUDIO FRANCO DA ROCHA	C & E COMERCIAL E INDUSTRIAL LTDA. EPP	141.0931.01.0	39342013	Finalizada	¼GLS- MACHADO  REMOVEDOR  PASTOSO	61292013	141	¼  (S).	LATA	18/03/2013	08/04/2013	12/04/2013	13/04/2013	15/04/2013	5000	375	14			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL REALCE	AMARELO BANDEIRA	VERMELHO LINOVA							FA	SIM	5000	4512	29/04/2013	23585	488	61292013	MG	JACUTINGA			NAT	VEX	VEX	VEX	4512	Finalizada
CLAUDIO FRANCO DA ROCHA	C & E COMERCIAL E INDUSTRIAL LTDA. EPP	016.0931.03.0	39342013	Finalizada	1/16- MACHADO  REMOVEDOR  PASTOSO	61302013	16	1/16.	LATA	18/03/2013	08/04/2013	12/04/2013	13/04/2013	15/04/2013	5000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL REALCE	AMARELO BANDEIRA	VERMELHO EXTRA							FA	NÃO	5000	5400	02/04/2013	22812	-400	61302013	MG	JACUTINGA			NAT	VEX	VEX	VEX	5400	Finalizada
CLAUDIO FRANCO DA ROCHA	C & E COMERCIAL E INDUSTRIAL LTDA. EPP	016.0931.04.0	39362013	Finalizada	1/16- MACHADO  VERNIZ  NACOR	61312013	16	1/16.	LATA	18/03/2013	03/04/2013	07/04/2013	08/04/2013	10/04/2013	15000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	CREME PREPARADO	MARROM PREPARADO							FA	NÃO	15000	14706	05/04/2013	22922	294	61312013	MG	JACUTINGA			NAT	VEX	VEX	VEX	14706	Finalizada
CLAUDIO FRANCO DA ROCHA	APA ACABAMENTOS E PRIMERS ANTICRVO. LTDA	141.1540.01.0	39402013	Finalizada	¼GLS-  NATURAL  S/VZ	61322013	141	¼  (S).	LATA	18/03/2013	18/03/2013	22/03/2013	23/03/2013	25/03/2013	720	54	14				SEM VZ INTERNO												FA	NÃO	720	720	11/04/2013	23098	0	61322013	SP	JUNDIAI		SOLDA	NAT	VEX	VEX	VEX	720	Finalizada
ROGERIO BARRETO MARTINS	DUBUIT PAINT TINTAS E VERNIZES LTDA 1	361.0563.01.0	39452013	Finalizada	3,6S- DUBUIT PAINT	61332013	361	GALÃO-S.	LATA	18/03/2013	19/04/2013	23/04/2013	24/04/2013	26/04/2013	4000	1050	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	AZUL PREPARADO	VERDE PREPARADO						FA	NÃO	4000	3444	29/04/2013	23572	556	61332013	SP	GUARULHOS			NAT	VEX	VEX	VEX	3444	Finalizada
ROGERIO BARRETO MARTINS	DUBUIT PAINT TINTAS E VERNIZES LTDA 1	141.0563.02.0	39452013	Finalizada	¼GLS- DUBUIT  PAINT	61342013	141	¼  (S).	LATA	18/03/2013	19/04/2013	23/04/2013	24/04/2013	26/04/2013	5000	375	14			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO PRODUSCREEN	AZUL EUROPA	PRETO	AMARELO BANDEIRA	MAGENTA EUROPA	VERDE PREPARADO				FA	NÃO	5000	5000	01/05/2013	23625	0	61342013	SP	GUARULHOS			NAT	VEX	VEX	VEX	5000	Finalizada
CLAUDIO FRANCO DA ROCHA	MARCOS  VENDRASCO  EPP	361.1395.01.0	39412013	Finalizada	3,6S- CIABOND  COLA DE BORRACHA	61352013	361	GALÃO-S.	LATA	18/03/2013	04/04/2013	08/04/2013	09/04/2013	11/04/2013	2208	580	4			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL LINOVA	AMARELO MEDIO	VERMELHO LINOVA	MAGENTA EUROPA					FA	NÃO	2208	1988	16/04/2013	23209	220	61352013	SP	DIADEMA	COM NECK		NAT	VEX	VEX	VEX	1988	Finalizada
CLAUDIO FRANCO DA ROCHA	MASSAS PLÁSTICAS CARFORT LTDA	141.0139.03.0	39692013	Finalizada	¼GLS- CARFORT  COMPLEMENTO  AUTOMOTIVO	61372013	141	¼  (S).	LATA	18/03/2013	18/03/2013	22/03/2013	23/03/2013	25/03/2013	6000	450	14		EPOXI FENOLICO		COM VERNIZ	ACABAMENTO COMUM		MARROM REAL COMPLEMENTO	LARANJA RILAPLAST	AZUL EUROPA	AMARELO MEDIO	PRATA UNA					FA	NÃO	6000	6000	02/04/2013	22794	0	61372013	ES	CARIACICA		SOLDA	VI	VZ	VZ	VZ	6000	Finalizada
CLAUDIO FRANCO DA ROCHA	PETROFORTS INDUSTRIA E COMERCIO DE TINERES LTDA ME	900.1540.01.0	39792013	Finalizada	900ML-  NATURAL  (SOJA)	61382013	900	900ML-83,5.	LATA	18/03/2013	15/03/2013	19/03/2013	20/03/2013	22/03/2013	2160	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO									Ø24	NÃO	2160				2160		MT	VARZEA GRANDE 	1ª COMPRA	SOLDA	NAT	VEX	VEX		0	Finalizada
SANDRA	QUALIFLEX  IND. E COM. DE TINTAS LTDA-ME	360.0187.01.0	39802013	Finalizada	3,6A- QUALIFLEX  LATEX  VINIL  ACRILICO	61392013	360	GALÃO-A.	LATA	18/03/2013	19/03/2013	23/03/2013	24/03/2013	26/03/2013	3000	788	4	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		MAGENTA EUROPA	VERMELHO LINOVA	AZUL LINOVA	AMARELO LIMÃO	LARANJA QUALIFLEX					FA	NÃO	3000	2385	08/04/2013	22978	615	61392013	SP	GUARULHOS		AGRAFADO	VI	VZ	VZ	VZ	2385	Finalizada
CLAUDIO FRANCO DA ROCHA	ADVANCE TINTAS E VERNIZES LTDA	008.0003.02.0	39852013	Finalizada	1/8-  ADVANCE  VERMELHO   C/VZ  GRIS Ø42	61402013	8	1/8.	LATA	18/03/2013	21/03/2013	25/03/2013	26/03/2013	28/03/2013	8000	0	0	EPOXI ESMALTE GRIS		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		MAGENTA EUROPA	AMARELO EUROPA	PRETO	AZUL EUROPA						FA	NÃO	8000	1742	16/04/2013	23200	6258	61402013	SP	INDAIATUBA		SOLDA	VI	VZ	VZ	VZ	8000	Finalizada
CLAUDIO FRANCO DA ROCHA	ADVANCE TINTAS E VERNIZES LTDA	008.0003.02.0	39852013	Finalizada	1/8-  ADVANCE  VERMELHO   C/VZ  GRIS Ø42	61402013	8	1/8.	LATA	18/03/2013	21/03/2013	25/03/2013	26/03/2013	28/03/2013																						6258	17/04/2013	23249	0		SP	INDAIATUBA		SOLDA	VI	VZ	VZ	VZ	8000	Finalizada
ELENICE MARTIRE	L.A. DE PAULA - MUNDO DO ALTO FALANTE - ME	016.1540.02.0	39862013	Finalizada	1/16- NATURAL  S/VZ	61412013	16	1/16.	LATA	18/03/2013	13/03/2013	17/03/2013	18/03/2013	20/03/2013	540	0	0				SEM VZ INTERNO	ACABAMENTO COMUM											FA	NÃO	540	540	04/04/2013	22881	0	61412013	GO	APARECIDA DE GOIANIA		SOLDA	NAT	VEX	VEX	VEX	540	Finalizada
FABIO	MARCOBI IND. E COM. LTDA	361.0140.02.0	39872013	Finalizada	3,6S- MARCOBI  TINTAS (COLORIDO)	61422013	361	GALÃO-S.	LATA	18/03/2013	16/03/2013	20/03/2013	21/03/2013	23/03/2013	1000	262	4			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERDE PREPARADO	VERMELHO TRANSPARENTE	AZUL VIWACRIL	AMARELO MEDIO					FA	NÃO	1000	1081	04/05/2013	23722	-81	61422013	SP	SANTANA DE PARNAIBA		SOLDA	NAT	VEX	VEX		1081	Finalizada
